,DMCtoken_DVM_DFI,DMCtoken_DVM_ETH,DMCtoken_DVM_BTC,DMCtoken_DVM_USDT,DMCtoken_DVM_DOGE,DMCtoken_DVM_LTC,DMCtoken_DVM_BCH,DMCtoken_DVM_USDC,DMCtoken_DVM_DUSD,DMCtoken_DVM_TSLA/v1,DMCtoken_DVM_BABA,DMCtoken_DVM_GME/v1,DMCtoken_DVM_PLTR,DMCtoken_DVM_AAPL,DMCtoken_DVM_GOOGL/v1,DMCtoken_DVM_ARKK,DMCtoken_DVM_SPY,DMCtoken_DVM_QQQ,DMCtoken_DVM_GLD,DMCtoken_DVM_SLV,DMCtoken_DVM_PDBC,DMCtoken_DVM_VNQ,DMCtoken_DVM_URTH,DMCtoken_DVM_TLT,DMCtoken_DVM_BURN,DMCtoken_DVM_AMZN/v1,DMCtoken_DVM_COIN,DMCtoken_DVM_EEM,DMCtoken_DVM_NVDA,DMCtoken_DVM_MSFT,DMCtoken_DVM_VOO,DMCtoken_DVM_FB,DMCtoken_DVM_NFLX,DMCtoken_DVM_DIS,DMCtoken_DVM_MSTR,DMCtoken_DVM_MCHI,DMCtoken_DVM_INTC,DMCtoken_DVM_PYPL,DMCtoken_DVM_KO,DMCtoken_DVM_BRK.B,DMCtoken_DVM_PG,DMCtoken_DVM_SAP,DMCtoken_DVM_CS,DMCtoken_DVM_GSG,DMCtoken_DVM_URA,DMCtoken_DVM_AMZN,DMCtoken_DVM_PPLT,DMCtoken_DVM_GOVT,DMCtoken_DVM_XOM,DMCtoken_DVM_TAN,DMCtoken_DVM_GOOGL,DMCtoken_DVM_GME,DMCtoken_DVM_JNJ,DMCtoken_DVM_DAX,DMCtoken_DVM_GS,DMCtoken_DVM_ADDYY,DMCtoken_DVM_TSLA,DMCtoken_DVM_UL,DMCtoken_DVM_UNG,DMCtoken_DVM_USO,DMCtoken_DVM_WMT,DMCtoken_DVM_csETH,DMCtoken_DVM_ARKX,DMCtoken_DVM_XLE,DMCtoken_DVM_VBK,DMCtoken_DVM_XLRE,DMCtoken_DVM_SH,DMCtoken_DVM_BITI,DMCtoken_DVM_NSRGY,DMCtoken_DVM_SHEL,DMCtoken_DVM_EUROC,DMCtoken_DVM_BURN2,DMCtoken_DVM_SOL,DMCtoken_DVM_DOT,DMCtoken_DVM_MATIC,DMCtoken_DVM_SUI,DMCtoken_DVM_XCHF,DMCtoken_EVM_DFI,DMCtoken_EVM_ETH,DMCtoken_EVM_BTC,DMCtoken_EVM_USDT,DMCtoken_EVM_DOGE,DMCtoken_EVM_LTC,DMCtoken_EVM_BCH,DMCtoken_EVM_USDC,DMCtoken_EVM_DUSD,DMCtoken_EVM_TSLA/v1,DMCtoken_EVM_BABA,DMCtoken_EVM_GME/v1,DMCtoken_EVM_PLTR,DMCtoken_EVM_AAPL,DMCtoken_EVM_GOOGL/v1,DMCtoken_EVM_ARKK,DMCtoken_EVM_SPY,DMCtoken_EVM_QQQ,DMCtoken_EVM_GLD,DMCtoken_EVM_SLV,DMCtoken_EVM_PDBC,DMCtoken_EVM_VNQ,DMCtoken_EVM_URTH,DMCtoken_EVM_TLT,DMCtoken_EVM_BURN,DMCtoken_EVM_AMZN/v1,DMCtoken_EVM_COIN,DMCtoken_EVM_EEM,DMCtoken_EVM_NVDA,DMCtoken_EVM_MSFT,DMCtoken_EVM_VOO,DMCtoken_EVM_FB,DMCtoken_EVM_NFLX,DMCtoken_EVM_DIS,DMCtoken_EVM_MSTR,DMCtoken_EVM_MCHI,DMCtoken_EVM_INTC,DMCtoken_EVM_PYPL,DMCtoken_EVM_KO,DMCtoken_EVM_BRK.B,DMCtoken_EVM_PG,DMCtoken_EVM_SAP,DMCtoken_EVM_CS,DMCtoken_EVM_GSG,DMCtoken_EVM_URA,DMCtoken_EVM_AMZN,DMCtoken_EVM_PPLT,DMCtoken_EVM_GOVT,DMCtoken_EVM_XOM,DMCtoken_EVM_TAN,DMCtoken_EVM_GOOGL,DMCtoken_EVM_GME,DMCtoken_EVM_JNJ,DMCtoken_EVM_DAX,DMCtoken_EVM_GS,DMCtoken_EVM_ADDYY,DMCtoken_EVM_TSLA,DMCtoken_EVM_UL,DMCtoken_EVM_UNG,DMCtoken_EVM_USO,DMCtoken_EVM_WMT,DMCtoken_EVM_csETH,DMCtoken_EVM_ARKX,DMCtoken_EVM_XLE,DMCtoken_EVM_VBK,DMCtoken_EVM_XLRE,DMCtoken_EVM_SH,DMCtoken_EVM_BITI,DMCtoken_EVM_NSRGY,DMCtoken_EVM_SHEL,DMCtoken_EVM_EUROC,DMCtoken_EVM_BURN2,DMCtoken_EVM_SOL,DMCtoken_EVM_DOT,DMCtoken_EVM_MATIC,DMCtoken_EVM_SUI,DMCtoken_EVM_XCHF
2023-10-30 13:02:28.239325,19444.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630704.36679052,48.47065517,4.48548691,0,0,401.61734499,0,0,0,0,50.00732727,9244.25869418,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 14:02:31.584793,19444.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630937.2284293,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9352.64534539,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 15:02:05.378695,19444.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630937.2284293,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9352.64534539,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 16:02:30.882126,19444.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631345.49952766,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9352.64534539,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 17:02:25.646025,19445.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632234.30995552,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9352.64534539,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 18:02:24.187440,19445.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632235.30995552,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9353.34426162,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 19:02:00.049152,19445.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632235.30995552,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9353.34426162,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 20:02:02.652718,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1265.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9353.34426162,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 21:02:06.961267,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9353.34426162,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 22:02:05.035885,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9367.96712069,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30 23:02:29.958612,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9367.96712069,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 00:06:55.675071,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9367.96712069,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 01:03:32.673916,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9367.96712069,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 02:02:32.693549,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9367.96712069,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 03:02:27.071875,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 04:02:30.898601,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 05:02:22.470942,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 06:02:39.893302,19545.25625005,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6632297.67571715,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 07:02:09.378186,28845.08246115,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6646597.50192825,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 08:02:31.962632,28845.08246115,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1285.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653341.23040765,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 09:01:52.622912,28845.08246115,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1295.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653341.23040765,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,9368.31657881,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 10:02:07.620579,28877.31633436,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1295.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 11:02:00.409949,28877.31633436,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 12:02:27.246060,28877.31633436,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 13:02:10.222966,28877.31633436,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 14:02:29.059732,28877.31633436,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,401.61734499,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 15:01:59.573144,28886.46611279,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,409.9470035,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 16:02:18.422494,28886.46611279,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,409.9470035,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31 17:01:54.588926,28886.46611279,10.08994987,1.50093834,0,0,8.33223035,0,0,0,0,5.97844647,1595.69105461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653572.69815407,57.30125077,16.57514475,0,0,409.9470035,0,0,0,0,50.00732727,28293.31658671,0.05605155,0.06314659,0,0,0,0,0,0.04588239,0,0,435.38999707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
